,time,latitude,longitude,down,heading,x,y,z
552,17999083000,40.44019832266886,-79.94247606637173,260.8201974915642,-89.86576791302319,152.7179845411334,-165.31259319817048,260.81622422164344
553,17999100000,40.44019836645221,-79.94247773853007,260.8119191049154,-89.98472361472453,152.57610753834936,-165.30773383473252,260.80794935235394
554,17999150000,40.44019840382564,-79.94247941706772,260.80319350442636,-90.14288698069724,152.43368928033368,-165.30358627391703,260.7992272597023
555,17999167000,40.440198437175404,-79.94248109881629,260.7947848369576,-90.35954605461384,152.290998604105,-165.29988554328327,260.7908220925431
556,17999200000,40.4401984630869,-79.94248278670742,260.78634998332865,-90.62439046720077,152.14778676927003,-165.29701082239794,260.78239072550315
557,17999250000,40.44019848261332,-79.94248448154477,260.7784810949399,-90.90971820632141,152.0039856010228,-165.29484517384716,260.7745253174916
558,17999267000,40.440198494908664,-79.94248618406723,260.77053009981165,-91.21865972729637,151.85953239306346,-165.29348252549755,260.76657779403536
559,17999317000,40.4401985091715,-79.94248790395818,260.7621737361634,-91.49670331029687,151.71360551705982,-165.29190140954694,260.75822493964546
560,17999333000,40.44019854729236,-79.94248967103275,260.7523178291942,-91.70265434479138,151.5636751895641,-165.28767095546357,260.74837270169127
561,17999367000,40.440198583089185,-79.94249144317689,260.7424848793328,-91.88207248903717,151.41331473325076,-165.283698586258,260.738543420566
562,17999400000,40.440198616257774,-79.94249322107105,260.73303924884254,-91.99537768679335,151.26246642466566,-165.28001809191392,260.7291014592506
563,17999433000,40.440198648170515,-79.94249500375426,260.72330446243217,-92.02464008827913,151.11121177736658,-165.27647705574162,260.7193703451021
564,17999483000,40.44019867749757,-79.94249678964238,260.7137114496884,-92.04974806109024,150.95968521517176,-165.2732231598332,260.70978100151933
565,17999500000,40.44019870748702,-79.9424985810172,260.7044676771041,-92.06076819135896,150.80769313222947,-165.2698957223466,260.7005409052733
566,17999533000,40.440198737245105,-79.94250037596767,260.69567543378895,-92.06146171145933,150.65539768166266,-165.26659399161997,260.69175234037033
567,17999583000,40.44019876685066,-79.94250217593243,260.68650194061456,-92.04099162500879,150.502676777671,-165.26330919378188,260.6825825328178
568,17999600000,40.44019879680843,-79.9425039815529,260.67705947596426,-92.02105764307979,150.3494759998603,-165.2599852826179,260.67314376220025
569,17999650000,40.4401988262464,-79.9425057918152,260.66790125242073,-92.06668545374913,150.1958813888722,-165.25671910788571,260.66398923745004
570,17999667000,40.44019884955394,-79.94250760839493,260.6585416402811,-92.27169263323951,150.04175077326656,-165.254133705007,260.6546333155868
571,17999700000,40.44019886298473,-79.94250942845203,260.6492924874483,-92.61357449259499,149.88732514297908,-165.25264509742752,260.645387826793
572,17999733000,40.440198866625366,-79.94251125394638,260.63956639885896,-93.06008893688018,149.73243819049802,-165.25224365622978,260.6356653822224
573,17999750000,40.440198856992176,-79.94251308674036,260.63053248988086,-93.6222998125407,149.57693193664448,-165.25331627146522,260.62663508770004
574,17999800000,40.440198832036195,-79.9425149193159,260.6212274067801,-94.2319932166811,149.4214442456007,-165.25609043367115,260.6173335715918
575,17999817000,40.440198783406025,-79.94251670825618,260.6098804255636,-94.8234283924089,149.26965885579352,-165.2614934294148,260.60599000027554
576,17999850000,40.440198720579545,-79.94251850207974,260.5981689388424,-95.42400774366149,149.11745916098184,-165.26847288837547,260.59428188533354
577,17999900000,40.44019864189384,-79.94252030071624,260.5871387388415,-96.0383581538135,148.96485115513357,-165.2772134996672,260.5832550197863
578,17999917000,40.44019854757297,-79.94252210306348,260.5764079351497,-96.64446623240023,148.81192834892346,-165.28769036986404,260.572527509874
579,17999950000,40.44019843696455,-79.94252390779657,260.56511276409486,-97.28638292439571,148.65880313468787,-165.29997592081847,260.5612355844832
580,17999950000,40.44019843696455,-79.94252390779657,260.56511276409486,-97.28638292439571,148.65880313468787,-165.29997592081847,260.5612355844832
581,17999983000,40.4401983086432,-79.94252571226335,260.55343806318325,-97.96859310994168,148.5057005453345,-165.31422843834432,260.5495640747821
582,18000017000,40.440198161730734,-79.94252751893137,260.5421153249859,-98.67349773729929,148.35241123795782,-165.33054546424728,260.5382444733683
583,18999067000,40.44019799690551,-79.94252932778352,260.5316123690148,-99.38500883305564,148.19893667359463,-165.34885168086132,260.5277446049349
584,18999083000,40.440197814951155,-79.94253113872406,260.52073626514476,-100.09766162608406,148.0452849441497,-165.36906004016538,260.51687153996704
585,18999117000,40.44019761543327,-79.94253295003841,260.50937032121305,-100.80956203631446,147.89160152592373,-165.391218770097,260.5055085796789
586,18999150000,40.4401973972516,-79.94253476241498,260.49807729390926,-101.52704696991209,147.737828024178,-165.41545007084653,260.49421848076474
587,18999183000,40.44019715949696,-79.94253657448455,260.4869388962612,-102.25249763003532,147.58408061640853,-165.44185490578406,260.4830829517445
588,18999233000,40.4401969044396,-79.94253838773311,260.4760665085335,-102.9632942352411,147.4302332187538,-165.47018117081157,260.4722133794024
589,18999250000,40.44019663220281,-79.94254019832607,260.4651067979629,-103.68515002881605,147.27661117379827,-165.50041516277327,260.46125642680767
590,18999300000,40.440196343776755,-79.94254200694874,260.4538104598874,-104.39385981834849,147.12315632899046,-165.53244691766494,260.4499627919792
591,18999317000,40.44019601928443,-79.94254383335796,260.4457576751371,-105.10586969763429,146.9681925093989,-165.56848385879636,260.4419126366878
592,18999350000,40.44019567788974,-79.94254565836218,260.4379750580195,-105.82937851866022,146.81334794257404,-165.6063977692226,260.4341325947059
593,18999383000,40.44019531904238,-79.94254748179499,260.4301318054455,-106.55222455582317,146.65863673854116,-165.6462497506846,260.4262918582529
594,18999417000,40.440194940931804,-79.94254930127622,260.422645787682,-107.26467913290017,146.50426086114885,-165.6882408650608,260.4188082903983
595,18999467000,40.440194544145285,-79.942551116407,260.4156011512542,-107.97389770977517,146.35025415260486,-165.73230589995146,260.41176603608915
596,18999483000,40.44019413107391,-79.94255292781912,260.408473528506,-108.66801928578394,146.19656299141155,-165.77817931896746,260.4046407376584
597,18999517000,40.44019370131054,-79.94255473493581,260.40133766420576,-109.27314282491022,146.04323631736665,-165.82590633415003,260.3975071376324
598,18999567000,40.440193258186326,-79.94255653984307,260.39440345513543,-109.8578488556157,145.8900971364888,-165.87511703836705,260.39057514519374
599,18999583000,40.44019280222743,-79.94255834540303,260.3875679598734,-110.41222451609599,145.73690260576117,-165.9257530038837,260.38374182759605
600,18999617000,40.440192333795785,-79.94256015137492,260.3807259672188,-110.91009133859527,145.58367314790982,-165.9777740356394,260.3769019707713
601,18999650000,40.440191854423446,-79.94256195579085,260.373400032776,-111.35188301978857,145.43057571891535,-166.0310099879634,260.3695781357314
